CustomerID,Age,Gender,Income,Occupation,ShoppingFrequency,AverageTransactionValue,FavoriteProductType,VisitTime,PaymentMethod,CustomerFeedback,LoyaltyProgramParticipation,PurchaseHistory,AnnualExpenditure,MallStayDuration,ResidentialArea,Cluster
CUST1204,27,Female,121978,Freelancer,15,139.69,Groceries,Afternoon,Credit Card,Very Dissatisfied,No,Mixed,64922,156,Suburban,0
CUST1205,43,Male,52899,Doctor,7,26.37,Technology,Evening,Mobile Wallet,Satisfied,Yes,Mixed,67314,57,Rural,4
CUST1206,57,Female,197826,Teacher,5,283.67,Fashion,Afternoon,Cash,Satisfied,No,Fashion,7201,41,Rural,3
CUST1207,60,Female,78005,Freelancer,4,221.25,Fashion,Afternoon,Cash,Dissatisfied,Yes,Electronics,86759,96,Urban,4
CUST1208,27,Male,42238,Engineer,6,144.31,Electronics,Afternoon,Credit Card,Dissatisfied,Yes,Mixed,49809,44,Rural,1
CUST1209,41,Male,137750,Freelancer,1,174.76,Fashion,Afternoon,Credit Card,Neutral,Yes,Groceries,66373,32,Urban,0
CUST1210,64,Female,154046,Manager,10,473.08,Electronics,Afternoon,Cash,Dissatisfied,Yes,Groceries,15661,148,Rural,7
CUST1211,32,Female,173463,Teacher,10,161.33,Technology,Afternoon,Debit Card,Satisfied,No,Groceries,84627,81,Suburban,6
CUST1212,62,Male,154681,Doctor,14,176.64,Fashion,Evening,Debit Card,Satisfied,Yes,Mixed,42893,165,Suburban,7
CUST1213,46,Male,20481,Student,7,142.36,Beauty,Evening,Mobile Wallet,Satisfied,No,Groceries,10470,47,Urban,1
CUST1214,68,Male,65456,Student,5,396.49,Technology,Evening,Mobile Wallet,Very Satisfied,No,Mixed,40006,92,Urban,5
CUST1215,37,Male,110611,Doctor,6,496.41,Fashion,Afternoon,Mobile Wallet,Satisfied,Yes,Groceries,9501,54,Rural,5
CUST1216,36,Female,194521,Manager,14,87.84,Fashion,Morning,Credit Card,Very Satisfied,Yes,Electronics,45103,94,Suburban,3
CUST1217,31,Male,171807,Student,12,308.23,Fashion,Afternoon,Mobile Wallet,Dissatisfied,No,Electronics,57841,127,Suburban,6
CUST1218,62,Male,43126,Engineer,12,384.02,Beauty,Morning,Debit Card,Very Satisfied,Yes,Mixed,11894,170,Suburban,1
CUST1219,31,Female,45946,Student,11,483.59,Groceries,Evening,Mobile Wallet,Dissatisfied,Yes,Fashion,34362,163,Urban,1
CUST1220,40,Female,104479,Freelancer,11,368.15,Beauty,Morning,Debit Card,Very Dissatisfied,Yes,Electronics,5739,105,Rural,5
CUST1221,64,Male,164847,Teacher,8,363.96,Beauty,Evening,Debit Card,Very Satisfied,No,Mixed,76408,44,Rural,6
CUST1222,60,Male,140592,Engineer,2,68.22,Beauty,Afternoon,Credit Card,Very Satisfied,No,Mixed,14974,152,Urban,7
CUST1223,66,Male,24711,Student,15,171.25,Technology,Evening,Debit Card,Dissatisfied,Yes,Electronics,3614,119,Suburban,1
CUST1224,45,Female,178841,Teacher,12,95.83,Technology,Evening,Debit Card,Neutral,Yes,Fashion,70190,64,Suburban,6
CUST1225,50,Male,20359,Doctor,9,232.12,Beauty,Evening,Debit Card,Dissatisfied,Yes,Groceries,49230,38,Urban,1
CUST1226,48,Female,187335,Freelancer,7,93.33,Beauty,Evening,Mobile Wallet,Dissatisfied,No,Electronics,50166,67,Suburban,3
CUST1227,22,Male,63280,Engineer,3,350.89,Electronics,Evening,Cash,Satisfied,No,Electronics,34740,140,Rural,5
CUST1228,32,Male,167615,Manager,14,253.49,Groceries,Morning,Debit Card,Neutral,No,Groceries,64287,102,Urban,6
CUST1229,30,Male,137326,Doctor,12,489.07,Fashion,Afternoon,Debit Card,Very Satisfied,Yes,Fashion,57242,166,Urban,0
CUST1230,37,Male,78660,Teacher,8,77.06,Fashion,Afternoon,Cash,Neutral,Yes,Mixed,75983,150,Rural,4
CUST1231,20,Male,113706,Manager,14,187.49,Electronics,Evening,Mobile Wallet,Dissatisfied,No,Mixed,23546,134,Suburban,0
CUST1232,42,Male,108146,Freelancer,2,62.01,Electronics,Afternoon,Mobile Wallet,Neutral,Yes,Mixed,76303,99,Suburban,2
CUST1233,61,Male,134707,Freelancer,6,495.8,Electronics,Evening,Credit Card,Satisfied,Yes,Fashion,12583,66,Rural,7
CUST1234,46,Female,121773,Teacher,5,62.4,Beauty,Evening,Credit Card,Very Dissatisfied,No,Mixed,31792,43,Suburban,0
CUST1235,59,Female,191513,Doctor,3,160.36,Beauty,Evening,Mobile Wallet,Neutral,Yes,Groceries,24786,58,Urban,3
CUST1236,39,Female,171500,Doctor,12,176.44,Fashion,Morning,Mobile Wallet,Very Dissatisfied,No,Groceries,61056,160,Suburban,6
CUST1237,38,Male,31059,Teacher,13,40.09,Beauty,Evening,Cash,Very Satisfied,Yes,Mixed,76096,148,Rural,4
CUST1238,22,Female,79468,Doctor,15,245.57,Beauty,Afternoon,Debit Card,Very Satisfied,Yes,Electronics,21531,141,Rural,5
CUST1239,20,Female,126934,Doctor,3,190.42,Beauty,Morning,Mobile Wallet,Very Satisfied,Yes,Mixed,13314,31,Urban,7
CUST1240,43,Male,126445,Freelancer,15,94.2,Beauty,Morning,Debit Card,Satisfied,Yes,Fashion,77598,91,Urban,2
CUST1241,66,Male,39247,Engineer,14,411.99,Electronics,Afternoon,Mobile Wallet,Neutral,Yes,Groceries,49783,165,Rural,1
CUST1242,49,Male,173213,Freelancer,13,158.03,Technology,Evening,Cash,Satisfied,Yes,Groceries,79358,46,Rural,6
CUST1243,43,Female,126325,Freelancer,5,308.87,Electronics,Evening,Cash,Very Dissatisfied,Yes,Electronics,31477,54,Suburban,0
CUST1244,19,Male,143729,Student,6,435.55,Fashion,Afternoon,Debit Card,Dissatisfied,Yes,Fashion,21568,128,Suburban,7
CUST1245,56,Male,86565,Student,7,109.14,Electronics,Afternoon,Debit Card,Dissatisfied,Yes,Electronics,42086,67,Suburban,5
CUST1246,39,Female,37564,Freelancer,11,138.45,Electronics,Evening,Cash,Very Satisfied,No,Mixed,68271,177,Urban,4
CUST1247,61,Female,73985,Engineer,12,125.17,Electronics,Evening,Cash,Neutral,Yes,Groceries,85687,107,Suburban,4
CUST1248,56,Male,193822,Doctor,12,171.6,Groceries,Evening,Mobile Wallet,Satisfied,Yes,Fashion,74206,58,Suburban,6
CUST1249,58,Female,104663,Teacher,14,143.99,Groceries,Morning,Cash,Very Dissatisfied,No,Electronics,83540,106,Rural,2
CUST1250,28,Female,119032,Doctor,5,438.69,Electronics,Afternoon,Cash,Very Satisfied,No,Groceries,17920,70,Urban,7
CUST1251,52,Female,123082,Freelancer,5,489.9,Electronics,Afternoon,Cash,Very Satisfied,Yes,Groceries,42246,38,Suburban,0
CUST1252,34,Female,96247,Teacher,8,23.32,Electronics,Morning,Cash,Satisfied,No,Groceries,40316,77,Suburban,5
CUST1253,48,Female,120437,Doctor,14,422.3,Fashion,Afternoon,Debit Card,Dissatisfied,Yes,Electronics,78575,112,Rural,2
CUST1254,38,Female,33974,Doctor,11,291.29,Technology,Evening,Cash,Satisfied,Yes,Mixed,26494,117,Rural,1
CUST1255,41,Male,47939,Manager,3,355.97,Groceries,Evening,Cash,Dissatisfied,Yes,Electronics,45332,172,Rural,1
CUST1256,60,Male,197026,Manager,8,76.54,Beauty,Morning,Cash,Very Dissatisfied,No,Groceries,34342,134,Suburban,3
CUST1257,40,Male,134275,Student,2,257.62,Beauty,Afternoon,Credit Card,Very Dissatisfied,No,Electronics,58727,128,Urban,0
CUST1258,65,Female,101444,Doctor,6,363.02,Groceries,Morning,Mobile Wallet,Satisfied,No,Mixed,30945,147,Suburban,5
CUST1259,22,Male,38563,Engineer,11,330.49,Technology,Evening,Cash,Satisfied,No,Electronics,95136,94,Rural,4
CUST1260,38,Female,136019,Doctor,11,367.14,Technology,Afternoon,Cash,Very Satisfied,Yes,Groceries,82603,43,Suburban,2
CUST1261,63,Female,151772,Engineer,1,43.99,Electronics,Afternoon,Mobile Wallet,Neutral,Yes,Mixed,90513,49,Rural,6
CUST1262,21,Male,87532,Doctor,8,149.17,Technology,Afternoon,Debit Card,Dissatisfied,Yes,Electronics,99364,75,Suburban,2
CUST1263,25,Male,182263,Freelancer,6,293.17,Electronics,Afternoon,Mobile Wallet,Neutral,No,Electronics,75535,155,Rural,6
CUST1264,22,Male,120318,Doctor,13,67.0,Technology,Afternoon,Cash,Neutral,No,Groceries,7434,69,Rural,7
CUST1265,41,Male,75752,Engineer,1,106.88,Electronics,Evening,Mobile Wallet,Neutral,No,Fashion,32752,103,Suburban,5
CUST1266,40,Male,171398,Freelancer,12,41.71,Fashion,Afternoon,Debit Card,Neutral,No,Fashion,19184,60,Urban,3
CUST1267,23,Female,191679,Student,9,462.61,Beauty,Evening,Debit Card,Neutral,No,Mixed,30215,43,Suburban,3
CUST1268,44,Female,164800,Engineer,10,405.58,Technology,Evening,Mobile Wallet,Very Satisfied,Yes,Electronics,21583,41,Suburban,3
CUST1269,24,Female,155837,Engineer,4,42.77,Fashion,Afternoon,Debit Card,Satisfied,Yes,Fashion,51647,36,Urban,6
CUST1270,53,Female,53085,Manager,14,29.26,Groceries,Evening,Cash,Dissatisfied,Yes,Fashion,33638,74,Urban,1
CUST1271,33,Male,58202,Teacher,6,58.11,Technology,Morning,Debit Card,Dissatisfied,No,Groceries,14829,147,Rural,1
CUST1272,35,Female,153843,Manager,3,374.18,Beauty,Afternoon,Cash,Very Dissatisfied,No,Mixed,24537,179,Urban,7
CUST1273,30,Male,35419,Doctor,5,271.05,Electronics,Evening,Cash,Very Dissatisfied,Yes,Electronics,12638,100,Urban,1
CUST1274,33,Male,106581,Freelancer,15,430.02,Fashion,Afternoon,Mobile Wallet,Very Dissatisfied,Yes,Groceries,80056,155,Suburban,2
CUST1275,63,Male,139422,Teacher,4,419.18,Fashion,Evening,Credit Card,Neutral,Yes,Electronics,78404,40,Rural,2
CUST1276,50,Female,79619,Student,15,169.11,Groceries,Evening,Mobile Wallet,Satisfied,No,Electronics,59118,81,Urban,4
CUST1277,69,Male,80088,Teacher,6,455.81,Beauty,Morning,Credit Card,Dissatisfied,No,Mixed,67411,114,Urban,4
CUST1278,67,Female,103165,Manager,6,398.73,Groceries,Afternoon,Credit Card,Dissatisfied,Yes,Mixed,17744,164,Rural,5
CUST1279,19,Male,36970,Teacher,9,414.75,Fashion,Evening,Mobile Wallet,Satisfied,Yes,Mixed,59564,154,Rural,4
CUST1280,39,Male,70174,Doctor,11,147.93,Electronics,Afternoon,Cash,Dissatisfied,Yes,Mixed,92476,42,Rural,4
CUST1281,69,Male,107340,Student,1,79.09,Technology,Afternoon,Mobile Wallet,Very Satisfied,Yes,Electronics,69254,101,Suburban,2
CUST1282,58,Female,62014,Student,5,429.28,Fashion,Morning,Debit Card,Neutral,Yes,Fashion,92467,45,Suburban,4
CUST1283,63,Male,143596,Engineer,11,95.76,Beauty,Morning,Credit Card,Very Satisfied,No,Electronics,94884,148,Urban,2
CUST1284,24,Female,144803,Engineer,15,370.11,Electronics,Evening,Mobile Wallet,Very Satisfied,No,Electronics,25901,163,Rural,7
CUST1285,25,Female,58992,Engineer,6,496.28,Groceries,Evening,Debit Card,Dissatisfied,Yes,Mixed,13185,177,Urban,5
CUST1286,55,Male,127282,Teacher,9,476.06,Groceries,Morning,Cash,Satisfied,No,Groceries,51285,167,Rural,0
CUST1287,64,Female,52175,Manager,1,215.13,Fashion,Morning,Cash,Satisfied,No,Groceries,31583,64,Suburban,1
CUST1288,59,Male,153162,Teacher,13,47.7,Fashion,Afternoon,Debit Card,Dissatisfied,No,Fashion,56500,99,Suburban,6
CUST1289,34,Female,137168,Freelancer,1,430.07,Fashion,Afternoon,Credit Card,Neutral,Yes,Groceries,90893,153,Rural,2
CUST1290,54,Male,75131,Teacher,8,83.73,Fashion,Evening,Credit Card,Very Dissatisfied,Yes,Mixed,79880,39,Suburban,4
CUST1291,50,Female,32817,Teacher,10,270.13,Fashion,Evening,Mobile Wallet,Neutral,Yes,Electronics,14786,138,Urban,1
CUST1292,50,Male,38696,Doctor,14,383.66,Technology,Morning,Mobile Wallet,Very Dissatisfied,No,Groceries,97778,90,Urban,4
CUST1293,62,Female,76903,Engineer,9,471.39,Technology,Afternoon,Debit Card,Very Satisfied,No,Electronics,34130,70,Urban,5
CUST1294,32,Female,138926,Engineer,8,361.02,Technology,Morning,Credit Card,Satisfied,Yes,Mixed,49695,171,Urban,0
CUST1295,63,Male,45042,Manager,7,273.71,Groceries,Afternoon,Debit Card,Very Satisfied,Yes,Mixed,82444,92,Rural,4
CUST1296,30,Male,134186,Teacher,10,262.54,Electronics,Evening,Cash,Satisfied,No,Fashion,1466,60,Suburban,7
CUST1297,31,Male,36552,Freelancer,7,58.19,Fashion,Evening,Mobile Wallet,Neutral,No,Groceries,51244,51,Urban,1
CUST1298,52,Male,92663,Teacher,7,198.05,Fashion,Morning,Cash,Satisfied,No,Mixed,96345,127,Urban,2
CUST1299,26,Male,166594,Engineer,9,256.4,Technology,Afternoon,Mobile Wallet,Very Satisfied,Yes,Mixed,77621,91,Rural,6
CUST1300,31,Female,174506,Manager,11,446.68,Beauty,Evening,Cash,Dissatisfied,No,Mixed,5943,89,Urban,3
CUST1301,54,Male,92061,Engineer,1,349.28,Beauty,Afternoon,Credit Card,Dissatisfied,Yes,Electronics,83460,168,Rural,2
CUST1302,52,Male,185896,Freelancer,14,469.66,Electronics,Afternoon,Debit Card,Very Satisfied,No,Groceries,54558,33,Suburban,3
CUST1303,38,Female,29750,Student,14,270.86,Technology,Evening,Mobile Wallet,Very Dissatisfied,No,Mixed,38552,178,Suburban,1
CUST1304,63,Female,138842,Manager,2,250.93,Electronics,Morning,Debit Card,Neutral,No,Mixed,36693,175,Suburban,7
CUST1305,51,Male,143492,Engineer,11,77.84,Groceries,Morning,Credit Card,Very Dissatisfied,Yes,Mixed,80398,174,Suburban,6
CUST1306,32,Female,74110,Student,14,124.92,Technology,Evening,Mobile Wallet,Dissatisfied,No,Electronics,90062,145,Rural,4
CUST1307,25,Male,98518,Freelancer,2,53.07,Electronics,Evening,Cash,Dissatisfied,No,Groceries,23077,86,Urban,5
CUST1308,54,Male,185217,Engineer,13,30.62,Groceries,Afternoon,Cash,Very Dissatisfied,Yes,Mixed,40903,121,Rural,3
CUST1309,48,Male,21881,Teacher,15,162.03,Technology,Afternoon,Mobile Wallet,Very Satisfied,Yes,Electronics,44045,169,Suburban,1
CUST1310,50,Female,142038,Freelancer,1,181.55,Electronics,Evening,Mobile Wallet,Satisfied,Yes,Fashion,48027,138,Urban,0
CUST1311,28,Female,93973,Engineer,2,337.75,Electronics,Afternoon,Mobile Wallet,Very Satisfied,No,Fashion,80744,86,Urban,2
CUST1312,58,Female,77189,Freelancer,5,274.79,Technology,Evening,Debit Card,Dissatisfied,Yes,Fashion,82431,171,Suburban,4
CUST1313,43,Female,160215,Engineer,4,32.76,Electronics,Afternoon,Cash,Very Dissatisfied,No,Electronics,19005,30,Suburban,7
CUST1314,41,Female,32144,Student,14,221.39,Electronics,Evening,Mobile Wallet,Very Satisfied,No,Electronics,20766,150,Urban,1
CUST1315,33,Male,167374,Teacher,4,46.11,Fashion,Evening,Cash,Very Dissatisfied,No,Groceries,58106,88,Suburban,6
CUST1316,59,Female,119432,Manager,9,264.97,Fashion,Morning,Credit Card,Very Dissatisfied,No,Groceries,56185,69,Suburban,0
CUST1317,39,Female,106311,Student,6,208.28,Groceries,Afternoon,Mobile Wallet,Very Satisfied,No,Fashion,17864,176,Suburban,5
CUST1318,23,Female,43672,Engineer,5,411.5,Fashion,Evening,Credit Card,Dissatisfied,No,Fashion,24238,115,Suburban,1
CUST1319,62,Female,81168,Teacher,8,484.77,Technology,Morning,Debit Card,Dissatisfied,Yes,Fashion,93623,93,Suburban,4
CUST1320,33,Female,56295,Teacher,6,64.84,Fashion,Morning,Credit Card,Very Satisfied,Yes,Mixed,54141,114,Suburban,4
CUST1321,64,Male,120384,Student,15,52.21,Fashion,Evening,Credit Card,Very Dissatisfied,No,Fashion,80502,135,Urban,2
CUST1322,43,Male,169237,Teacher,3,117.35,Groceries,Evening,Mobile Wallet,Very Satisfied,No,Groceries,81502,174,Suburban,6
CUST1323,26,Male,93212,Doctor,7,144.71,Technology,Morning,Credit Card,Satisfied,No,Fashion,81519,66,Suburban,2
CUST1324,36,Male,91122,Engineer,12,232.6,Groceries,Afternoon,Mobile Wallet,Satisfied,Yes,Fashion,41596,102,Rural,5
CUST1325,54,Female,32489,Freelancer,3,263.22,Technology,Morning,Mobile Wallet,Satisfied,Yes,Fashion,97733,149,Suburban,4
CUST1326,50,Male,180276,Student,3,122.16,Electronics,Morning,Credit Card,Very Dissatisfied,No,Fashion,85133,172,Suburban,6
CUST1327,40,Male,196540,Student,2,203.38,Fashion,Afternoon,Mobile Wallet,Dissatisfied,Yes,Fashion,90167,34,Urban,6
CUST1328,55,Female,93505,Manager,11,459.69,Groceries,Morning,Mobile Wallet,Satisfied,No,Electronics,84816,174,Suburban,2
CUST1329,20,Female,52933,Doctor,11,401.07,Technology,Morning,Credit Card,Very Dissatisfied,Yes,Fashion,91017,154,Urban,4
CUST1330,27,Male,178477,Teacher,13,336.18,Electronics,Evening,Credit Card,Neutral,No,Fashion,75996,101,Urban,6
CUST1331,36,Female,80657,Engineer,10,256.2,Technology,Morning,Cash,Very Satisfied,Yes,Electronics,82623,132,Urban,4
CUST1332,58,Male,187978,Manager,12,222.7,Technology,Morning,Debit Card,Neutral,No,Mixed,34128,158,Rural,3
CUST1333,46,Female,136766,Engineer,4,96.76,Fashion,Morning,Debit Card,Very Dissatisfied,No,Groceries,62919,147,Urban,0
CUST1334,18,Female,65506,Manager,1,57.3,Fashion,Afternoon,Credit Card,Very Dissatisfied,Yes,Mixed,20225,134,Rural,5
CUST1335,53,Male,84265,Student,5,396.71,Groceries,Evening,Credit Card,Satisfied,Yes,Fashion,22073,149,Rural,5
CUST1336,51,Male,179758,Teacher,9,118.97,Technology,Morning,Cash,Very Satisfied,Yes,Fashion,35290,47,Suburban,3
CUST1337,64,Male,109779,Student,3,133.67,Technology,Morning,Cash,Neutral,No,Mixed,89377,34,Suburban,2
CUST1338,44,Female,173806,Freelancer,9,214.14,Fashion,Morning,Credit Card,Neutral,No,Mixed,95830,120,Suburban,6
CUST1339,65,Female,102604,Doctor,14,368.34,Technology,Morning,Debit Card,Neutral,No,Electronics,40385,33,Urban,0
CUST1340,70,Male,119322,Engineer,4,185.75,Groceries,Morning,Credit Card,Neutral,No,Groceries,28238,100,Urban,0
CUST1341,59,Female,192346,Doctor,4,271.16,Electronics,Morning,Mobile Wallet,Dissatisfied,No,Fashion,39120,156,Urban,3
CUST1342,68,Male,146380,Student,5,44.53,Groceries,Evening,Cash,Very Satisfied,Yes,Groceries,98912,40,Suburban,6
CUST1343,31,Female,103512,Engineer,7,478.67,Groceries,Morning,Debit Card,Very Satisfied,No,Groceries,46768,163,Urban,0
CUST1344,61,Male,67846,Student,13,180.94,Technology,Evening,Mobile Wallet,Neutral,Yes,Electronics,54780,91,Suburban,4
CUST1345,21,Male,154550,Student,9,100.64,Electronics,Evening,Credit Card,Satisfied,Yes,Groceries,21615,153,Rural,7
CUST1346,19,Female,162760,Teacher,9,415.16,Technology,Evening,Cash,Very Dissatisfied,No,Electronics,75194,53,Urban,6
CUST1347,57,Male,56020,Engineer,4,428.97,Beauty,Morning,Cash,Neutral,No,Groceries,7253,178,Suburban,1
CUST1348,38,Female,177159,Engineer,9,46.24,Fashion,Morning,Credit Card,Very Dissatisfied,No,Electronics,7184,146,Urban,3
CUST1349,53,Male,79840,Manager,2,454.05,Groceries,Afternoon,Cash,Dissatisfied,No,Fashion,90091,136,Rural,4
CUST1350,23,Male,126763,Manager,10,154.44,Fashion,Morning,Debit Card,Neutral,No,Fashion,24589,77,Suburban,7
CUST1351,42,Female,184542,Engineer,2,277.32,Beauty,Morning,Credit Card,Dissatisfied,No,Electronics,37763,175,Urban,3
CUST1352,24,Female,124855,Engineer,8,114.61,Technology,Afternoon,Debit Card,Satisfied,No,Electronics,85629,88,Rural,2
CUST1353,61,Female,110128,Teacher,13,107.36,Groceries,Evening,Debit Card,Very Satisfied,No,Fashion,37794,150,Rural,0
CUST1354,43,Female,150645,Engineer,1,437.34,Electronics,Afternoon,Debit Card,Very Satisfied,No,Fashion,16905,80,Rural,7
CUST1355,26,Female,35887,Teacher,5,96.08,Electronics,Afternoon,Mobile Wallet,Neutral,No,Groceries,10234,117,Suburban,1
CUST1356,50,Female,121347,Freelancer,13,351.16,Electronics,Evening,Cash,Dissatisfied,No,Electronics,44469,34,Urban,0
CUST1357,70,Male,150924,Student,9,41.47,Beauty,Evening,Credit Card,Neutral,No,Groceries,10786,98,Urban,7
CUST1358,25,Female,23043,Engineer,15,285.76,Groceries,Evening,Credit Card,Neutral,Yes,Groceries,50331,153,Suburban,1
CUST1359,38,Male,75228,Manager,3,351.79,Fashion,Evening,Credit Card,Dissatisfied,Yes,Fashion,63613,97,Suburban,4
CUST1360,48,Female,148878,Teacher,2,214.51,Beauty,Morning,Debit Card,Neutral,Yes,Groceries,52393,137,Rural,0
CUST1361,18,Male,126500,Engineer,2,64.66,Fashion,Afternoon,Credit Card,Satisfied,No,Groceries,48442,173,Urban,0
CUST1362,59,Female,70488,Engineer,9,358.05,Electronics,Afternoon,Mobile Wallet,Neutral,Yes,Groceries,15763,164,Urban,5
CUST1363,34,Male,88701,Teacher,13,333.8,Groceries,Morning,Mobile Wallet,Very Dissatisfied,Yes,Groceries,26181,78,Urban,5
CUST1364,43,Female,72867,Student,11,140.63,Technology,Morning,Mobile Wallet,Dissatisfied,No,Fashion,65962,41,Urban,4
CUST1365,50,Male,116656,Doctor,4,373.83,Beauty,Evening,Mobile Wallet,Very Satisfied,Yes,Mixed,25350,122,Suburban,0
CUST1366,31,Male,92678,Student,12,476.79,Technology,Afternoon,Debit Card,Very Dissatisfied,Yes,Groceries,58174,163,Rural,0
CUST1367,30,Female,187118,Freelancer,12,111.47,Groceries,Afternoon,Credit Card,Dissatisfied,Yes,Electronics,1292,178,Urban,3
CUST1368,69,Male,65763,Doctor,13,355.43,Electronics,Evening,Cash,Satisfied,Yes,Groceries,82673,141,Suburban,4
CUST1369,42,Female,95387,Engineer,4,357.44,Electronics,Morning,Debit Card,Very Satisfied,Yes,Electronics,25648,123,Rural,5
CUST1370,60,Male,104571,Freelancer,10,122.94,Groceries,Afternoon,Credit Card,Dissatisfied,Yes,Mixed,88701,147,Rural,2
CUST1371,23,Female,142964,Teacher,3,333.27,Groceries,Morning,Debit Card,Very Dissatisfied,Yes,Fashion,52386,35,Urban,0
CUST1372,61,Male,99238,Manager,4,85.66,Fashion,Afternoon,Mobile Wallet,Dissatisfied,Yes,Mixed,78262,144,Urban,2
CUST1373,34,Male,166920,Doctor,4,112.63,Electronics,Morning,Debit Card,Very Dissatisfied,No,Mixed,63249,128,Urban,6
CUST1374,59,Female,128106,Doctor,12,478.17,Electronics,Evening,Mobile Wallet,Very Dissatisfied,Yes,Mixed,53108,78,Rural,0
CUST1375,45,Female,150065,Doctor,13,52.61,Groceries,Evening,Debit Card,Dissatisfied,Yes,Electronics,17628,96,Urban,7
CUST1376,60,Male,40111,Engineer,2,213.2,Electronics,Evening,Mobile Wallet,Very Dissatisfied,Yes,Electronics,20970,131,Urban,1
CUST1377,26,Female,193294,Engineer,2,84.52,Technology,Evening,Cash,Dissatisfied,No,Groceries,76417,101,Rural,6
CUST1378,26,Female,199924,Student,12,232.25,Fashion,Evening,Mobile Wallet,Dissatisfied,Yes,Fashion,18686,112,Urban,3
CUST1379,40,Female,166721,Engineer,1,340.38,Technology,Morning,Credit Card,Dissatisfied,Yes,Fashion,87938,104,Rural,6
CUST1380,36,Female,77964,Teacher,1,299.97,Electronics,Afternoon,Cash,Dissatisfied,Yes,Fashion,98643,173,Rural,4
CUST1381,55,Male,111100,Engineer,4,358.77,Beauty,Morning,Mobile Wallet,Very Satisfied,Yes,Electronics,18462,87,Suburban,5
CUST1382,52,Female,184179,Student,10,131.08,Technology,Afternoon,Debit Card,Very Satisfied,No,Fashion,43358,136,Suburban,3
CUST1383,63,Male,158074,Teacher,6,104.12,Technology,Afternoon,Credit Card,Neutral,No,Groceries,31980,51,Urban,7
CUST1384,64,Male,150238,Manager,13,441.26,Technology,Evening,Debit Card,Satisfied,No,Fashion,71694,42,Rural,6
CUST1385,66,Female,33505,Student,5,442.28,Fashion,Afternoon,Mobile Wallet,Very Dissatisfied,No,Mixed,70377,99,Rural,4
CUST1386,33,Female,58527,Teacher,10,251.05,Beauty,Evening,Debit Card,Very Satisfied,No,Mixed,47082,74,Suburban,1
CUST1387,70,Female,161242,Freelancer,4,127.88,Groceries,Morning,Debit Card,Very Satisfied,No,Fashion,67027,177,Rural,6
CUST1388,31,Male,95749,Doctor,6,295.51,Groceries,Evening,Cash,Very Satisfied,Yes,Groceries,12294,46,Urban,5
CUST1389,38,Male,171176,Freelancer,2,478.77,Technology,Evening,Credit Card,Dissatisfied,Yes,Mixed,55019,83,Rural,6
CUST1390,26,Female,144221,Student,11,215.44,Technology,Afternoon,Credit Card,Very Dissatisfied,Yes,Groceries,18920,127,Suburban,7
CUST1391,20,Male,168441,Teacher,5,311.21,Fashion,Evening,Debit Card,Satisfied,Yes,Electronics,55177,158,Urban,6
CUST1392,63,Male,37201,Student,11,202.44,Beauty,Afternoon,Mobile Wallet,Very Satisfied,Yes,Electronics,37493,147,Urban,1
CUST1393,34,Male,173784,Doctor,15,326.7,Beauty,Afternoon,Credit Card,Neutral,Yes,Fashion,14909,70,Rural,3
CUST1394,45,Male,151681,Manager,1,260.13,Electronics,Afternoon,Cash,Satisfied,Yes,Fashion,19819,111,Urban,7
CUST1395,59,Male,121637,Manager,10,389.56,Fashion,Evening,Debit Card,Satisfied,No,Electronics,22712,62,Rural,7
CUST1396,39,Female,165879,Student,7,144.75,Electronics,Morning,Cash,Neutral,Yes,Groceries,47742,133,Urban,3
CUST1397,62,Female,168434,Manager,13,33.6,Technology,Afternoon,Debit Card,Satisfied,No,Fashion,53267,40,Urban,6
CUST1398,59,Male,83443,Manager,15,33.78,Groceries,Afternoon,Debit Card,Dissatisfied,No,Electronics,70265,39,Rural,4
CUST1399,24,Male,64029,Teacher,11,52.48,Technology,Morning,Cash,Neutral,Yes,Mixed,20743,87,Urban,5
CUST1400,60,Male,63312,Freelancer,5,196.8,Technology,Evening,Mobile Wallet,Very Dissatisfied,No,Electronics,23096,59,Suburban,5
CUST1401,68,Female,25918,Doctor,12,237.34,Technology,Morning,Cash,Satisfied,No,Fashion,34010,177,Suburban,1
CUST1402,26,Female,151613,Student,10,322.06,Electronics,Evening,Mobile Wallet,Satisfied,Yes,Electronics,13059,86,Suburban,7
CUST1403,56,Male,52003,Freelancer,3,213.14,Fashion,Evening,Debit Card,Dissatisfied,No,Groceries,6344,113,Urban,1
CUST1404,52,Male,31424,Freelancer,1,272.35,Electronics,Afternoon,Credit Card,Dissatisfied,Yes,Fashion,93842,55,Rural,4
CUST1405,33,Female,102022,Freelancer,7,54.96,Groceries,Afternoon,Cash,Very Dissatisfied,No,Groceries,12170,106,Urban,5
CUST1406,62,Male,199267,Doctor,15,260.8,Fashion,Evening,Debit Card,Very Dissatisfied,No,Mixed,3594,41,Rural,3
CUST1407,49,Male,128561,Doctor,10,493.47,Technology,Afternoon,Mobile Wallet,Neutral,No,Groceries,89084,136,Urban,2
CUST1408,38,Female,130817,Freelancer,7,87.5,Electronics,Evening,Credit Card,Dissatisfied,No,Groceries,55788,154,Rural,0
CUST1409,62,Female,114886,Student,4,78.61,Technology,Morning,Debit Card,Very Satisfied,No,Fashion,86615,48,Urban,2
